at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-20 16:58:14,Pengguna Google,1,sering error akhir akhir ini,sering error akhir akhir ini,sering error akhir akhir ini,sering error akhir akhir ini,"['sering', 'error', 'akhir', 'akhir', 'ini']",['error'],error,28,Netral
2025-10-20 16:33:34,Pengguna Google,5,Bagus banget buat belajar bahasa tunggu apalagi ayo install,Bagus banget buat belajar bahasa tunggu apalagi ayo install,bagus banget buat belajar bahasa tunggu apalagi ayo install,bagus banget buat belajar bahasa tunggu apalagi ayo install,"['bagus', 'banget', 'buat', 'belajar', 'bahasa', 'tunggu', 'apalagi', 'ayo', 'install']","['bagus', 'banget', 'belajar', 'bahasa', 'tunggu', 'ayo', 'install']",bagus banget ajar bahasa tunggu ayo install,59,Positif
2025-10-20 16:27:10,Pengguna Google,1,"padahal sdh selesain quest, runtunan juga udah 350++ kok balik jadi 1?",padahal sdh selesain quest runtunan juga udah  kok balik jadi ,padahal sdh selesain quest runtunan juga udah  kok balik jadi ,padahal sudah selesain quest runtunan juga sudah kok balik jadi,"['padahal', 'sudah', 'selesain', 'quest', 'runtunan', 'juga', 'sudah', 'kok', 'balik', 'jadi']","['selesain', 'quest', 'runtunan']",selesain quest runtun,62,Negatif
2025-10-20 16:12:48,Pengguna Google,4,"udah pakai lama, tapi entah kenapa malam ini pas belajar, runtunan nya malah balik segitu gitu aja, heran banget, harap developer bisa cepat memperbaiki nya. terimakasih",udah pakai lama tapi entah kenapa malam ini pas belajar runtunan nya malah balik segitu gitu aja heran banget harap developer bisa cepat memperbaiki nya terimakasih,udah pakai lama tapi entah kenapa malam ini pas belajar runtunan nya malah balik segitu gitu aja heran banget harap developer bisa cepat memperbaiki nya terimakasih,sudah pakai lama tapi entah kenapa malam ini pas belajar runtunan ya malah balik segitu begitu saja heran banget harap developer bisa cepat memperbaiki ya terimakasih,"['sudah', 'pakai', 'lama', 'tapi', 'entah', 'kenapa', 'malam', 'ini', 'pas', 'belajar', 'runtunan', 'ya', 'malah', 'balik', 'segitu', 'begitu', 'saja', 'heran', 'banget', 'harap', 'developer', 'bisa', 'cepat', 'memperbaiki', 'ya', 'terimakasih']","['pakai', 'malam', 'pas', 'belajar', 'runtunan', 'ya', 'segitu', 'heran', 'banget', 'harap', 'developer', 'cepat', 'memperbaiki', 'ya', 'terimakasih']",pakai malam pas ajar runtun ya segitu heran banget harap developer cepat baik ya terimakasih,164,Positif
2025-10-20 16:09:54,Pengguna Google,5,aplikasi nya bagus banget,aplikasi nya bagus banget,aplikasi nya bagus banget,aplikasi ya bagus banget,"['aplikasi', 'ya', 'bagus', 'banget']","['aplikasi', 'ya', 'bagus', 'banget']",aplikasi ya bagus banget,25,Positif
2025-10-20 16:01:55,Pengguna Google,4,aplikasinya bagus cuma ada unsur lgbtnya dan ada ngelag-ngelag nya,aplikasinya bagus cuma ada unsur lgbtnya dan ada ngelagngelag nya,aplikasinya bagus cuma ada unsur lgbtnya dan ada ngelagngelag nya,aplikasinya bagus cuma ada unsur lgbtnya dan ada ngelagngelag ya,"['aplikasinya', 'bagus', 'cuma', 'ada', 'unsur', 'lgbtnya', 'dan', 'ada', 'ngelagngelag', 'ya']","['aplikasinya', 'bagus', 'unsur', 'lgbtnya', 'ngelagngelag', 'ya']",aplikasi bagus unsur lgbtnya ngelagngelag ya,65,Positif
2025-10-20 16:01:18,Pengguna Google,1,"kok streak aku yg hampir setahun berubah jadi awal lagi jadi 1 streak doang, tolong di benerin lah jadi ngga semangat mau belajar lagi😭😭",kok streak aku yg hampir setahun berubah jadi awal lagi jadi  streak doang tolong di benerin lah jadi ngga semangat mau belajar lagi,kok streak aku yg hampir setahun berubah jadi awal lagi jadi  streak doang tolong di benerin lah jadi ngga semangat mau belajar lagi,kok streak aku yang hampir setahun berubah jadi awal lagi jadi streak doang tolong di benerin lah jadi tidak semangat mau belajar lagi,"['kok', 'streak', 'aku', 'yang', 'hampir', 'setahun', 'berubah', 'jadi', 'awal', 'lagi', 'jadi', 'streak', 'doang', 'tolong', 'di', 'benerin', 'lah', 'jadi', 'tidak', 'semangat', 'mau', 'belajar', 'lagi']","['streak', 'setahun', 'berubah', 'streak', 'doang', 'tolong', 'benerin', 'semangat', 'belajar']",streak tahun ubah streak doang tolong benerin semangat ajar,132,Netral
2025-10-20 15:55:15,Pengguna Google,1,gak bisa di buka,gak bisa di buka,gak bisa di buka,tidak bisa di buka,"['tidak', 'bisa', 'di', 'buka']",['buka'],buka,16,Netral
2025-10-20 15:52:32,Pengguna Google,1,"makin buruk ni performance aplikasinya, mengecewakan",makin buruk ni performance aplikasinya mengecewakan,makin buruk ni performance aplikasinya mengecewakan,makin buruk nih performance aplikasinya mengecewakan,"['makin', 'buruk', 'nih', 'performance', 'aplikasinya', 'mengecewakan']","['buruk', 'nih', 'performance', 'aplikasinya', 'mengecewakan']",buruk nih performance aplikasi kecewa,51,Netral
2025-10-20 15:37:09,Pengguna Google,5,sangat membantu saya untuk belajar b.inggris,sangat membantu saya untuk belajar binggris,sangat membantu saya untuk belajar binggris,sangat membantu saya untuk belajar binggris,"['sangat', 'membantu', 'saya', 'untuk', 'belajar', 'binggris']","['membantu', 'belajar', 'binggris']",bantu ajar binggris,43,Positif
2025-10-20 15:26:06,Pengguna Google,1,Bar energi yang di update malah membuat user kesulitan dalam mengerjakan pelajaran,Bar energi yang di update malah membuat user kesulitan dalam mengerjakan pelajaran,bar energi yang di update malah membuat user kesulitan dalam mengerjakan pelajaran,bar energi yang di update malah membuat user kesulitan dalam mengerjakan pelajaran,"['bar', 'energi', 'yang', 'di', 'update', 'malah', 'membuat', 'user', 'kesulitan', 'dalam', 'mengerjakan', 'pelajaran']","['bar', 'energi', 'update', 'user', 'kesulitan', 'pelajaran']",bar energi update user sulit ajar,82,Negatif
2025-10-20 15:22:15,Pengguna Google,2,"saya sudah belajar tapi setelah aplikasinya ditutup, pencapaian saya hilang",saya sudah belajar tapi setelah aplikasinya ditutup pencapaian saya hilang,saya sudah belajar tapi setelah aplikasinya ditutup pencapaian saya hilang,saya sudah belajar tapi setelah aplikasinya ditutup pencapaian saya hilang,"['saya', 'sudah', 'belajar', 'tapi', 'setelah', 'aplikasinya', 'ditutup', 'pencapaian', 'saya', 'hilang']","['belajar', 'aplikasinya', 'ditutup', 'pencapaian', 'hilang']",ajar aplikasi tutup capai hilang,74,Positif
2025-10-20 15:14:49,Pengguna Google,1,"aplikasi ga guna, cuma tes free trial seminggu malah dikenalkan Langganan setengah juta. gila""",aplikasi ga guna cuma tes free trial seminggu malah dikenalkan Langganan setengah juta gila,aplikasi ga guna cuma tes free trial seminggu malah dikenalkan langganan setengah juta gila,aplikasi tidak guna cuma tes free trial seminggu malah dikenalkan langganan setengah juta gila,"['aplikasi', 'tidak', 'guna', 'cuma', 'tes', 'free', 'trial', 'seminggu', 'malah', 'dikenalkan', 'langganan', 'setengah', 'juta', 'gila']","['aplikasi', 'tes', 'free', 'trial', 'seminggu', 'dikenalkan', 'langganan', 'juta', 'gila']",aplikasi tes free trial minggu kenal langgan juta gila,91,Positif
2025-10-20 15:10:48,Pengguna Google,4,"App nya udh bagus. Tapi kalo aku masuk ke yang versi web trus ngerjain di web, sering dianggap belom ngerjain. Sama sering ada maintenance break nya.",App nya udh bagus Tapi kalo aku masuk ke yang versi web trus ngerjain di web sering dianggap belom ngerjain Sama sering ada maintenance break nya,app nya udh bagus tapi kalo aku masuk ke yang versi web trus ngerjain di web sering dianggap belom ngerjain sama sering ada maintenance break nya,app ya sudah bagus tapi kalau aku masuk ke yang versi web terus ngerjain di web sering dianggap belum ngerjain sama sering ada maintenance break ya,"['app', 'ya', 'sudah', 'bagus', 'tapi', 'kalau', 'aku', 'masuk', 'ke', 'yang', 'versi', 'web', 'terus', 'ngerjain', 'di', 'web', 'sering', 'dianggap', 'belum', 'ngerjain', 'sama', 'sering', 'ada', 'maintenance', 'break', 'ya']","['app', 'ya', 'bagus', 'masuk', 'versi', 'web', 'ngerjain', 'web', 'dianggap', 'ngerjain', 'maintenance', 'break', 'ya']",app ya bagus masuk versi web ngerjain web anggap ngerjain maintenance break ya,145,Netral
2025-10-20 15:09:11,Pengguna Google,2,gbisa diakses,gbisa diakses,gbisa diakses,gbisa diakses,"['gbisa', 'diakses']","['gbisa', 'diakses']",gbisa akses,13,Netral
2025-10-20 14:56:40,Pengguna Google,4,mudah di pahami,mudah di pahami,mudah di pahami,mudah di pahami,"['mudah', 'di', 'pahami']","['mudah', 'pahami']",mudah paham,15,Positif
2025-10-20 14:39:10,Pengguna Google,4,kenapa ada pemeliharaan cepat jadi saya tidak bisa masuk dari kemaren,kenapa ada pemeliharaan cepat jadi saya tidak bisa masuk dari kemaren,kenapa ada pemeliharaan cepat jadi saya tidak bisa masuk dari kemaren,kenapa ada pemeliharaan cepat jadi saya tidak bisa masuk dari kemarin,"['kenapa', 'ada', 'pemeliharaan', 'cepat', 'jadi', 'saya', 'tidak', 'bisa', 'masuk', 'dari', 'kemarin']","['pemeliharaan', 'cepat', 'masuk', 'kemarin']",pelihara cepat masuk kemarin,69,Netral
2025-10-20 14:33:41,Pengguna Google,2,maintenance??? bro I don't start a lesson today,maintenance bro I dont start a lesson today,maintenance bro i dont start a lesson today,maintenance bro i dont start a lesson today,"['maintenance', 'bro', 'i', 'dont', 'start', 'a', 'lesson', 'today']","['maintenance', 'bro', 'i', 'dont', 'start', 'a', 'lesson', 'today']",maintenance bro i dont start a lesson today,43,Negatif
2025-10-20 14:11:54,Pengguna Google,5,ini adalah aplikasi belajar bahasa terbaik!,ini adalah aplikasi belajar bahasa terbaik,ini adalah aplikasi belajar bahasa terbaik,ini adalah aplikasi belajar bahasa terbaik,"['ini', 'adalah', 'aplikasi', 'belajar', 'bahasa', 'terbaik']","['aplikasi', 'belajar', 'bahasa', 'terbaik']",aplikasi ajar bahasa baik,42,Positif
2025-10-20 14:09:00,Pengguna Google,5,markotob bin maknyoss,markotob bin maknyoss,markotob bin maknyoss,markotob bin maknyoss,"['markotob', 'bin', 'maknyoss']","['markotob', 'bin', 'maknyoss']",markotob bin maknyoss,21,Netral
2025-10-20 14:01:19,Pengguna Google,1,"kaget, dukung lgbt trnyta",kaget dukung lgbt trnyta,kaget dukung lgbt trnyta,kaget dukung lgbt trnyta,"['kaget', 'dukung', 'lgbt', 'trnyta']","['kaget', 'dukung', 'lgbt', 'trnyta']",kaget dukung lgbt trnyta,24,Netral
2025-10-20 13:52:46,Pengguna Google,3,minn tolongg dii benerin lagi ya soalnya pas pemeliharaan cepat loginnya malah lamaa solusinya gimana ya???,minn tolongg dii benerin lagi ya soalnya pas pemeliharaan cepat loginnya malah lamaa solusinya gimana ya,minn tolongg dii benerin lagi ya soalnya pas pemeliharaan cepat loginnya malah lamaa solusinya gimana ya,minn tolongg di benerin lagi ya soalnya pas pemeliharaan cepat loginnya malah lamaa solusinya bagaimana ya,"['minn', 'tolongg', 'di', 'benerin', 'lagi', 'ya', 'soalnya', 'pas', 'pemeliharaan', 'cepat', 'loginnya', 'malah', 'lamaa', 'solusinya', 'bagaimana', 'ya']","['minn', 'tolongg', 'benerin', 'ya', 'pas', 'pemeliharaan', 'cepat', 'loginnya', 'lamaa', 'solusinya', 'ya']",minn tolongg benerin ya pas pelihara cepat loginnya lamaa solusi ya,104,Negatif
2025-10-20 13:47:34,Pengguna Google,1,Jagan banyak iklan tolong dong,Jagan banyak iklan tolong dong,jagan banyak iklan tolong dong,jagan banyak iklan tolong dong,"['jagan', 'banyak', 'iklan', 'tolong', 'dong']","['jagan', 'iklan', 'tolong']",jagan iklan tolong,30,Negatif
2025-10-20 13:35:53,Pengguna Google,1,"the changing heart to energy was really a bad idea, im installing this for learn language not watching advertise, plus now i can't replay last level 👎",the changing heart to energy was really a bad idea im installing this for learn language not watching advertise plus now i cant replay last level ,the changing heart to energy was really a bad idea im installing this for learn language not watching advertise plus now i cant replay last level ,the changing heart tapi energy was really a bad idea im installing this for learn language not watching advertise plus now i cant replay last level,"['the', 'changing', 'heart', 'tapi', 'energy', 'was', 'really', 'a', 'bad', 'idea', 'im', 'installing', 'this', 'for', 'learn', 'language', 'not', 'watching', 'advertise', 'plus', 'now', 'i', 'cant', 'replay', 'last', 'level']","['the', 'changing', 'heart', 'energy', 'was', 'really', 'a', 'bad', 'idea', 'im', 'installing', 'this', 'for', 'learn', 'language', 'not', 'watching', 'advertise', 'plus', 'now', 'i', 'cant', 'replay', 'last', 'level']",the changing heart energy was really a bad idea im installing this for learn language not watching advertise plus now i cant replay last level,146,Negatif
2025-10-20 13:29:17,Pengguna Google,1,hati hati gais uang ku 900 hangus ga tau apa apa tiba tiba saldo di tarik padahal ga perna laganan kacewa banget sih,hati hati gais uang ku  hangus ga tau apa apa tiba tiba saldo di tarik padahal ga perna laganan kacewa banget sih,hati hati gais uang ku  hangus ga tau apa apa tiba tiba saldo di tarik padahal ga perna laganan kacewa banget sih,hati hati gais uang ku hangus tidak tau apa apa tiba tiba saldo di tarik padahal tidak pernah laganan kacewa banget sih,"['hati', 'hati', 'gais', 'uang', 'ku', 'hangus', 'tidak', 'tau', 'apa', 'apa', 'tiba', 'tiba', 'saldo', 'di', 'tarik', 'padahal', 'tidak', 'pernah', 'laganan', 'kacewa', 'banget', 'sih']","['hati', 'hati', 'gais', 'uang', 'ku', 'hangus', 'tau', 'saldo', 'tarik', 'laganan', 'kacewa', 'banget', 'sih']",hati hati gais uang ku hangus tau saldo tarik lagan kacewa banget sih,113,Negatif
2025-10-20 13:22:53,Pengguna Google,4,we can learn pronounciation properly,we can learn pronounciation properly,we can learn pronounciation properly,we can learn pronounciation properly,"['we', 'can', 'learn', 'pronounciation', 'properly']","['we', 'can', 'learn', 'pronounciation', 'properly']",we can learn pronounciation properly,36,Negatif
2025-10-20 13:21:38,Pengguna Google,5,hai duolingo aku tidak ingin runtunan ku mati aku ingin menghidupkan nya tetapi duolingo tidak bisa di buka mohon di percepat karena runtuan ku hampir hilang terimakasih😉,hai duolingo aku tidak ingin runtunan ku mati aku ingin menghidupkan nya tetapi duolingo tidak bisa di buka mohon di percepat karena runtuan ku hampir hilang terimakasih,hai duolingo aku tidak ingin runtunan ku mati aku ingin menghidupkan nya tetapi duolingo tidak bisa di buka mohon di percepat karena runtuan ku hampir hilang terimakasih,hai duolingo aku tidak ingin runtunan ku mati aku ingin menghidupkan ya tetapi duolingo tidak bisa di buka mohon di percepat karena runtuan ku hampir hilang terimakasih,"['hai', 'duolingo', 'aku', 'tidak', 'ingin', 'runtunan', 'ku', 'mati', 'aku', 'ingin', 'menghidupkan', 'ya', 'tetapi', 'duolingo', 'tidak', 'bisa', 'di', 'buka', 'mohon', 'di', 'percepat', 'karena', 'runtuan', 'ku', 'hampir', 'hilang', 'terimakasih']","['hai', 'duolingo', 'runtunan', 'ku', 'mati', 'menghidupkan', 'ya', 'duolingo', 'buka', 'mohon', 'percepat', 'runtuan', 'ku', 'hilang', 'terimakasih']",hai duolingo runtun ku mati hidup ya duolingo buka mohon cepat runtuan ku hilang terimakasih,169,Positif
2025-10-20 13:19:46,Pengguna Google,5,Aplikasi nya bagus terutama untuk para pemula yang ingin belajar memahami vocab² dasar begitu banyak juga metode yang dapat di pelajari dari aplikasi ini,Aplikasi nya bagus terutama untuk para pemula yang ingin belajar memahami vocab dasar begitu banyak juga metode yang dapat di pelajari dari aplikasi ini,aplikasi nya bagus terutama untuk para pemula yang ingin belajar memahami vocab dasar begitu banyak juga metode yang dapat di pelajari dari aplikasi ini,aplikasi ya bagus terutama untuk para pemula yang ingin belajar memahami vocab dasar begitu banyak juga metode yang dapat di pelajari dari aplikasi ini,"['aplikasi', 'ya', 'bagus', 'terutama', 'untuk', 'para', 'pemula', 'yang', 'ingin', 'belajar', 'memahami', 'vocab', 'dasar', 'begitu', 'banyak', 'juga', 'metode', 'yang', 'dapat', 'di', 'pelajari', 'dari', 'aplikasi', 'ini']","['aplikasi', 'ya', 'bagus', 'pemula', 'belajar', 'memahami', 'vocab', 'dasar', 'metode', 'pelajari', 'aplikasi']",aplikasi ya bagus mula ajar paham vocab dasar metode ajar aplikasi,152,Positif
2025-10-20 13:18:39,Pengguna Google,5,sangat bagus untuk belajar bahasa Inggris dari awal,sangat bagus untuk belajar bahasa Inggris dari awal,sangat bagus untuk belajar bahasa inggris dari awal,sangat bagus untuk belajar bahasa inggris dari awal,"['sangat', 'bagus', 'untuk', 'belajar', 'bahasa', 'inggris', 'dari', 'awal']","['bagus', 'belajar', 'bahasa', 'inggris']",bagus ajar bahasa inggris,51,Positif
2025-10-20 13:15:01,Pengguna Google,1,"bagus, tapi mendukung pemyimpangan (lgbt). banyak soal"" berhubungan lgbt #stoppenyimpangan.",bagus tapi mendukung pemyimpangan lgbt banyak soal berhubungan lgbt stoppenyimpangan,bagus tapi mendukung pemyimpangan lgbt banyak soal berhubungan lgbt stoppenyimpangan,bagus tapi mendukung pemyimpangan lgbt banyak soal berhubungan lgbt stoppenyimpangan,"['bagus', 'tapi', 'mendukung', 'pemyimpangan', 'lgbt', 'banyak', 'soal', 'berhubungan', 'lgbt', 'stoppenyimpangan']","['bagus', 'mendukung', 'pemyimpangan', 'lgbt', 'berhubungan', 'lgbt', 'stoppenyimpangan']",bagus dukung pemyimpangan lgbt hubung lgbt stoppenyimpangan,84,Positif
2025-10-20 13:12:57,Pengguna Google,1,"sering nge bug, ngerjain soal itu itu aja, hama hama",sering nge bug ngerjain soal itu itu aja hama hama,sering nge bug ngerjain soal itu itu aja hama hama,sering nge bug ngerjain soal itu itu saja hama hama,"['sering', 'nge', 'bug', 'ngerjain', 'soal', 'itu', 'itu', 'saja', 'hama', 'hama']","['nge', 'bug', 'ngerjain', 'hama', 'hama']",nge bug ngerjain hama hama,50,Netral
2025-10-20 13:00:04,Pengguna Google,5,"Bagus banget buat yang pemula, cara belajarnya kayak game jadi kalo pas belajar yang nggak di ngerti jadi ngerti",Bagus banget buat yang pemula cara belajarnya kayak game jadi kalo pas belajar yang nggak di ngerti jadi ngerti,bagus banget buat yang pemula cara belajarnya kayak game jadi kalo pas belajar yang nggak di ngerti jadi ngerti,bagus banget buat yang pemula cara belajarnya kayak game jadi kalau pas belajar yang tidak di mengerti jadi mengerti,"['bagus', 'banget', 'buat', 'yang', 'pemula', 'cara', 'belajarnya', 'kayak', 'game', 'jadi', 'kalau', 'pas', 'belajar', 'yang', 'tidak', 'di', 'mengerti', 'jadi', 'mengerti']","['bagus', 'banget', 'pemula', 'belajarnya', 'kayak', 'game', 'pas', 'belajar', 'mengerti', 'mengerti']",bagus banget mula ajar kayak game pas ajar erti erti,111,Positif
